"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"République démocratique populaire lao","LAO","Dépenses militaires (unités de devises locales courantes)","MS.MIL.XPND.CN","","","","","","","","8530750000","8510850000","8672150000","9131000000","9374750000","10329850000","12732200000","","","","","","","","","","","","","","","","","","","73250000000","77100000000","83325000000","83450000000","72250000000","84500000000","110000000000","109250000000","108200000000","112600000000","115000000000","116400000000","121700000000","127500000000","136250000000","142500000000","142250000000","119000000000","126825000000","152650000000","162775000000","178250000000","","","","","","","","","","",
"Liban","LBN","Dépenses militaires (unités de devises locales courantes)","MS.MIL.XPND.CN","72600000","85700000","123000000","105000000","117000000","137000000","161000000","185000000","207000000","212000000","211000000","216000000","324000000","271000000","417000000","382000000","497000000","388000000","747000000","1123000000","1730000000","1610000000","1170000000","2230000000","3090000000","3730000000","5690000000","8310000000","16090000000","","149000000000","213000000000","758400000000","788800000000","1071000000000","1210000000000","1156000000000","1044000000000","1052000000000","1251000000000","1402000000000","1445000000000","1368000000000","1392000000000","1439000000000","1451000000000","1521000000000","1737000000000","1763000000000","2150000000000","2390000000000","2452000000000","2649000000000","2918095248868.78","3422124434389.14","3375919761312.22","3929233789295.8","3679920346954.97","4184153407931.42","3800779321881.62","2896500000000","2886100000000","7144100000000","",
"Libéria","LBR","Dépenses militaires (unités de devises locales courantes)","MS.MIL.XPND.CN","","","","","","2700000","2800000","3050000","3050000","3050000","3550000","4050000","4050000","3750000","4550000","5500000","6400000","7750000","8900000","9400000","12750000","26350000","43350000","38750000","24950000","25150000","24350000","22250000","25000000","","","25000000","22650000","30450000","39300000","","","","","","","","","","4525000","6467000","3900500","2882000","4895000","6739500","8982000","12540500","15179000","15111500","14531000","14799000","14712000","13335500","13229000","12901000","12901000","14743000","18696000","",
"Libye","LBY","Dépenses militaires (unités de devises locales courantes)","MS.MIL.XPND.CN","1990000","2560000","5960000","6670000","7670000","10400000","20900000","28400000","34100000","51100000","86600000","86600000","66700000","89500000","127800000","85200000","96600000","142000000","216100000","252700000","318000000","165000000","210000000","","","","","","","","","","","","","","","577000000","675000000","535000000","556000000","496000000","575000000","700000000","894000000","904000000","807000000","807000000","1346000000","","","","3769100000","5041500000","4778700000","","","","","","","","","",
"Sri Lanka","LKA","Dépenses militaires (unités de devises locales courantes)","MS.MIL.XPND.CN","79300000","81350000","75475000","66275000","66375000","68925000","72775000","76375000","85150000","94425000","125250000","191450000","","161000000","189000000","213570000","199110000","249160000","342600000","437150000","509450000","532810000","540590000","1081200000","1418200000","5132300000","4839800000","6675100000","5263600000","4530500000","7492700000","11476000000","14322000000","17144000000","21596000000","39139000000","42399000000","41225000000","47270000000","44572000000","63308000000","60335000000","54686000000","52285000000","62670000000","64742000000","82247000000","116687000000","163732000000","174973000000","173217000000","193856000000","188202000000","206619000000","249978000000","279575377000","253614300000","284427000000","266309000000","278792000000","275601000000","335014000000","341059000000","",
"Lesotho","LSO","Dépenses militaires (unités de devises locales courantes)","MS.MIL.XPND.CN","","","","","","","","","","","","","","","","","1992500","2417500","3490000","4522500","9065000","10875000","16250000","15675000","18125000","23775000","30550000","36875000","38550000","59300000","62525000","61600000","69125000","72350000","91800000","124675000","121875000","132250000","153725000","208200000","212050000","201375000","206175000","207000000","202750000","213800000","238525000","280650000","225950000","401650000","517325000","422375000","437100000","462875000","517600000","561723750","610816250","697925000","676375000","647800000","635975000","547400000","567328125","",
"Lituanie","LTU","Dépenses militaires (unités de devises locales courantes)","MS.MIL.XPND.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6598340","26130995.1343837","24264495.4819277","35279903.2669138","48957367.9332716","87593836.8860056","160072984.244671","123320203.892493","162650602.409639","193321362.372567","193263438.36886","186891797.961075","218112835.959222","244091751.621872","280265291.936979","323071130.676552","369584105.653383","291241890.639481","246321825.764597","247625115.848007","255676552.363299","267319277.108434","321767840.593142","424900000","574600000","723800000","895000000","977000000","1030000000","1105000000","1647000000","",
"Luxembourg","LUX","Dépenses militaires (unités de devises locales courantes)","MS.MIL.XPND.CN","5890486.88970848","6495797.65904969","7950531.09306942","7796764.08867856","10389662.4588416","10660697.131681","11112421.5864132","9215178.87653781","8374971.39073583","8754419.93271092","9305523.76748426","9901800.04773082","11564146.0411455","13461388.7510209","15900700.806575","18701392.425915","22044153.3909336","23046981.6804392","25847673.2997791","27817191.9224117","34331058.5596507","38405613.1413355","42398857.3211686","47123895.1176678","50033000.6061435","50683483.820958","53484175.4402979","61163491.1707461","70830394.5020161","67035909.0822653","72366257.6481057","82394540.5431616","88718682.909413","83749713.9073583","94410411.0390393","93922548.6279285","98114551.5678437","107420075.335328","116364219.539026","119255256.049313","125579398.415564","161717354.794144","147262172.242712","159007008.06575","170751843.888789","177075986.25504","177979435.164505","188820822.078078","146000000","145000000","187000000","167000000","167000000","176000000","190000000","225000000","213000000","288000000","301000000","341000000","373000000","341000000","536831684.580237","",
"Lettonie","LVA","Dépenses militaires (unités de devises locales courantes)","MS.MIL.XPND.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10337000","17000000","27000000","32700000","29900000","31400000","35400000","47100000","60400000","77700000","129500000","153800000","176300000","219000000","293300000","352000000","398000000","261700000","196000000","211700000","199000000","213600000","222900000","254900000","367900000","430000000","601000000","618000000","651000000","696000000","807000000","",
"Maroc","MAR","Dépenses militaires (unités de devises locales courantes)","MS.MIL.XPND.CN","210500000","244300000","272500000","379000000","354200000","319700000","343800000","356000000","460000000","430000000","450000000","562000000","645000000","763000000","1057000000","1675000000","2551000000","3294000000","3219000000","3495000000","4401000000","5046000000","5779000000","4467000000","4515000000","6968000000","6633000000","6816000000","7530000000","8408000000","8817000000","9999000000","10489000000","11640000000","12564000000","12280000000","12613000000","13347000000","13878000000","11839000000","9129000000","16619000000","16254000000","17418000000","17182000000","18006000000","18775000000","19730000000","22824400000","24615000000","26605000000","27042000000","29360000000","34173000000","34034000000","31912300000","32631800000","33845182000","34696400000","35531200000","45865100000","47868000000","50739670000","",
"Moldova","MDA","Dépenses militaires (unités de devises locales courantes)","MS.MIL.XPND.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9653000","36653000","60000000","70700000","80500000","57000000","63000000","63300000","76700000","94700000","115000000","115628000","150696000","216000000","275800000","382900000","276700000","226800000","269600000","289100000","336200000","386900000","433800000","547300000","571200000","628300000","746900000","769900000","914400000","901800000","",
"Madagascar","MDG","Dépenses militaires (unités de devises locales courantes)","MS.MIL.XPND.CN","79200000","418800000","453200000","442200000","466800000","528800000","560000000","598000000","644000000","676000000","674000000","707000000","813000000","907000000","1246000000","1294000000","1579000000","2160000000","2355000000","3484000000","3820000000","4700000000","","","6350000000","6740000000","6840000000","7840000000","9260000000","9700000000","11340000000","12740000000","8612500000","14480000000","16920000000","23180000000","40160000000","53500000000","54900000000","56600000000","63900000000","85700000000","78900000000","89800000000","101800000000","108200000000","115500000000","153540000000","176426000000","138862000000","118966000000","145788000000","150654000000","158628000000","168256000000","172880000000","188710000000","207849000000","244162000000","278317000000","332778000000","378429000000","404553000000","",
"Mexique","MEX","Dépenses militaires (unités de devises locales courantes)","MS.MIL.XPND.CN","1050000","1080000","1240000","1400000","1500000","1490000","1630000","1670000","1860000","2250000","2210000","2390000","3030000","3760000","5090000","6310000","8200000","9880000","11800000","15500000","18600000","31500000","48400000","93500000","194000000","319000000","500000000","1121000000","2232000000","2839000000","3405700000","4404300000","5646800000","6614400000","8894400000","10031100000","14308800000","17294400000","20676900000","25362900000","28664100000","30170800000","30631300000","31940800000","32214600000","34039100000","33080500000","46150200000","48243400000","61003100000","60514200000","68309000000","75290500000","82675000000","89839600000","86671600000","99651800000","95744900000","112327600000","127954900000","172868400000","175995200000","171661470000","",
"Macédoine du Nord","MKD","Dépenses militaires (unités de devises locales courantes)","MS.MIL.XPND.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","540000000","","","","5223000000","4163000000","4302000000","3769000000","4602000000","15397000000","6841000000","6292000000","6683000000","6259210000","6149460000","7271600000","7228800000","6999500000","6044100000","5858900000","5718600000","5869300000","5766800000","5552800000","5770200000","5532300000","6232800000","8029000000","8303000000","10605000000","13177000000","",
"Mali","MLI","Dépenses militaires (unités de devises locales courantes)","MS.MIL.XPND.CN","","962000000","1064000000","1072000000","1268000000","1139000000","1139000000","1250000000","1300000000","1475000000","1700000000","1600000000","2100000000","2446000000","2800000000","4100000000","5200000000","6400000000","7000000000","7700000000","8100000000","8600000000","9700000000","10200000000","11100000000","13400000000","13000000000","13300000000","14300000000","14700000000","14200000000","","","12600000000","16600000000","20200000000","20300000000","23500000000","24200000000","27000000000","31100000000","32900000000","34400000000","38800000000","40900000000","45600000000","50200000000","52900000000","64000000000","68200000000","72700000000","76000000000","76000000000","76000000000","107841000000","182859000000","214957000000","270218000000","267732000000","278704000000","341752000000","362110000000","321233000000","",
"Malte","MLT","Dépenses militaires (unités de devises locales courantes)","MS.MIL.XPND.CN","","","","","","","","","","","","","","","","","","","","","","","","","","14151000","15134000","18630000","17251000","17298000","15658000","16373000","19830000","21940000","24535000","25614000","27957000","27999000","26315000","26005000","25877000","28430000","28690000","29987000","32537000","42285500","35284400","35766000","38252000","42550000","44343000","40207000","38854000","40512000","42597000","46705000","53958870","57251000","56653500","71695000","75700000","74371000","82691500","",
"Myanmar","MMR","Dépenses militaires (unités de devises locales courantes)","MS.MIL.XPND.CN","426250000","407700000","431925000","477725000","466250000","510675000","502175000","485900000","498050000","544850000","584675000","608750000","639750000","751750000","778000000","886250000","1040500000","1196500000","1247000000","1257000000","1321250000","1482250000","1506500000","1529750000","1567000000","1667500000","1699500000","1355000000","1632250000","3689000000","5159750000","5923500000","8366000000","12694500000","16741500000","22283250000","27667250000","29839250000","37254000000","43686750000","58849750000","63874500000","73065250000","148495250000","173326750000","191733500000","","","","","","","1902250000000","2209750000000","2335750000000","2967425000000","3034902500000","3011892500000","2189625000000","2304887500000","3442210000000","3345512500000","3581985000000","",
"Monténégro","MNE","Dépenses militaires (unités de devises locales courantes)","MS.MIL.XPND.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48900000","49700000","46900000","58100000","55200000","56700000","57100000","52700000","48832000","50910000","51299000","55805000","58587000","63852000","66063000","72746000","77066000","93187000","",
"Mongolie","MNG","Dépenses militaires (unités de devises locales courantes)","MS.MIL.XPND.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","793000000","900000000","850000000","592000000","888000000","1184000000","4147000000","6766000000","9547000000","11850000000","14767000000","16750000000","18416000000","26126000000","25384000000","28071000000","27899000000","32891000000","35914000000","46232000000","66200000000","77817000000","54109800000","74442500000","110300000000","154252000000","157672000000","191091600000","200445600000","206745500000","213484700000","237063900000","261271300000","294300000000","283646700000","310511700000","",
"Mozambique","MOZ","Dépenses militaires (unités de devises locales courantes)","MS.MIL.XPND.CN","","","","","","","","","","","","","","","","","","1190000","2290000","2340000","2990000","3510000","3890000","4674000","5800000","6400000","6900000","24300000","33500000","58900000","78600000","103000000","150000000","230000000","440000000","302000000","407000000","485000000","585000000","722000000","843000000","1048000000","1267000000","1421500000","1753000000","1435500000","1459000000","1773300000","2034190000","2319870000","3368500000","3455300000","3946700000","4753200000","5447600000","5359000000","6997000000","8304100000","11855200000","13468500000","20002000000","20231200000","17991600000","",
"Mauritanie","MRT","Dépenses militaires (unités de devises locales courantes)","MS.MIL.XPND.CN","","","","","","","","","","","","","","","","","","","","","","","","","","316500000","315800000","323000000","323500000","322900000","323900000","323200000","342700000","364300000","364400000","415100000","519900000","631700000","482700000","669600000","905000000","1325500000","985900000","1642600000","1864800000","1770000000","2200000000","","2937600000","3012600000","","","4220900000","4336300000","4384800000","4315900000","4837500000","5162900000","5682800000","5908200000","7468700000","8269800000","8330500000","",
"Maurice","MUS","Dépenses militaires (unités de devises locales courantes)","MS.MIL.XPND.CN","","","","","","","","","1505000","1870000","2300000","2600000","2900000","3500000","4500000","6550000","8800000","9400000","10800000","15650000","42550000","47650000","30750000","34350000","36200000","36500000","39000000","47000000","63000000","96500000","136500000","164300000","177850000","190200000","212900000","233800000","232850000","206400000","202900000","227700000","245700000","261500000","284700000","303650000","300700000","321100000","342900000","364250000","443300000","489500000","457900000","502700000","500700000","712300000","604600000","599000000","782000000","782000000","782000000","762000000","725000000","800000000","895934959.349594","",
"Malawi","MWI","Dépenses militaires (unités de devises locales courantes)","MS.MIL.XPND.CN","","","","","","1265000","1320000","1545000","1567500","1632500","1712500","1947500","2162500","3860000","4462500","8087500","8405000","12302500","21575000","35150000","43150000","34475000","28475000","26100000","26627500","34057500","46050000","47805000","51655000","62865000","66345000","66450000","90940000","113275000","149050000","168850000","308500000","434250000","449750000","635000000","698300000","915600000","1136125000","1278200000","2392025000","4525250000","4228750000","4702500000","6248250000","8300250000","7521975000","8264750000","11497725000","22930500000","21013025000","20303250000","25097982500","34622027500","42655975000","62535125000","73544725000","72852750000","71017125000","",
"Malaisie","MYS","Dépenses militaires (unités de devises locales courantes)","MS.MIL.XPND.CN","157000000","130000000","134000000","186000000","259000000","363000000","455000000","439000000","454000000","440000000","611000000","696000000","708000000","725000000","956000000","1055000000","1118000000","1570000000","1406000000","1704000000","2255000000","3333000000","3359000000","3116000000","2985000000","2674000000","2308000000","3363000000","2241000000","2761000000","3043000000","4323000000","4500000000","4951000000","5565000000","6121000000","6091000000","5877000000","4547000000","6320500000","5826000000","7351000000","8504000000","10950000000","10728000000","11817000000","11981000000","13649000000","14717000000","13974000000","12415000000","14359000000","13922000000","15489000000","16100000000","17700000000","17300000000","15100000000","13900000000","13515000000","14180000000","15220200000","16144700000","",
"Namibie","NAM","Dépenses militaires (unités de devises locales courantes)","MS.MIL.XPND.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","406000000","399750000","355250000","229250000","202250000","247500000","285750000","385500000","436250000","646175000","641225000","833000000","927500000","979250000","1078750000","1221450000","1351325000","1607575000","2199550000","2538000000","2903150000","3220975000","3383850000","3765075000","5832825000","6611725000","6262642500","6043362500","6034407500","5975292500","6063925000","5913750000","6040250000","",
"Niger","NER","Dépenses militaires (unités de devises locales courantes)","MS.MIL.XPND.CN","","","","","","","","","","","","","","","","1571000000","1955000000","2705000000","3334000000","3719000000","3600000000","3800000000","4200000000","4708000000","4646000000","4887000000","4991000000","4106000000","","","","","","","9700000000","9200000000","8900000000","10100000000","13000000000","14500000000","14300000000","18200000000","14400000000","14300000000","16700000000","17300000000","","","24016000000","25026000000","33129000000","39612000000","76000000000","52400000000","71987000000","","98577000000","117544000000","127621000000","145102000000","137117000000","112260000000","151244000000","",
"Nigéria","NGA","Dépenses militaires (unités de devises locales courantes)","MS.MIL.XPND.CN","16700000","20200000","27600000","32500000","38800000","47100000","39800000","171400000","263600000","488900000","473100000","455700000","594800000","671200000","851600000","1864100000","1657000000","2023200000","1920200000","1854800000","1656700000","1319100000","1112500000","1178900000","928200000","975700000","906900000","810000000","1230000000","1257200000","2229000000","2415000000","3004000000","6382000000","7032000000","14000000000","15350000000","17920000000","25162000000","45400000000","37490000000","63472000000","108148000000","75913000000","85047000000","88506000000","99853000000","122400000000","191515000000","224021000000","299108000000","369045000000","364843000000","380500000000","373815000000","397497000000","444098000000","494838000000","654399000000","668732000000","974910000000","1783120000000","1315710000000","",
"Nicaragua","NIC","Dépenses militaires (unités de devises locales courantes)","MS.MIL.XPND.CN","","","","","","","","","0.0142","0.0144","0.0172","0.0174","0.0226","0.0215","0.0309","0.0382","0.052","0.0726","0.0918","0.09","0.139","0.212","","","","","","","","","161000000","289000000","236000000","226000000","238000000","265000000","266000000","286000000","278000000","318000000","391000000","377000000","496400000","533300000","520000000","571000000","655100000","728200000","826400000","848600000","945500000","1153800000","1651400000","1842640000","2112845000","2696600000","2433200000","2595500000","2577600000","2527200000","2730600000","2709500000","3019700000","",
"Pays-Bas","NLD","Dépenses militaires (unités de devises locales courantes)","MS.MIL.XPND.CN","784100000","913500000","991960000","1047000000","1208000000","1232000000","1266000000","1452000000","1488000000","1671000000","1774000000","1994000000","2217000000","2432000000","2788000000","3230000000","3477000000","4126000000","4150000000","4586000000","4753800000","5125900000","5851900000","5512980000","5791100000","5854200000","5949100000","6014400000","6035300000","6158300000","6131900000","6147800000","6307500000","5945900000","5894600000","5837400000","5989400000","6055700000","6153700000","6595200000","6481800000","6929000000","7149000000","7404000000","7552000000","7693000000","8145000000","8388000000","8448000000","8733000000","8472000000","8379000000","8066800000","7702000000","7788000000","7815800000","8242400000","8538900000","9416900000","10719000000","11480100000","11789000000","14838400000","",
"Norvège","NOR","Dépenses militaires (unités de devises locales courantes)","MS.MIL.XPND.CN","1058000000","1179000000","1371000000","1465000000","1570000000","1897000000","1947000000","2097000000","2300000000","2502000000","2774000000","3022000000","3239000000","3505000000","3938000000","4771000000","5333000000","5934000000","6854000000","7362000000","8242000000","9468000000","10956000000","12395000000","12688000000","15446000000","16033000000","18551000000","18865000000","20248000000","21251000000","21313000000","23638000000","22528000000","24019000000","22224000000","22813000000","23010000000","25087000000","25809000000","25722000000","26669000000","32461000000","31985000000","32945000000","31471000000","32142000000","34439000000","35932000000","38960000000","39279000000","40534000000","41560000000","43427000000","46234000000","46894000000","50397000000","56664000000","61349000000","66318000000","68054000000","72483000000","80615000000","",
"Népal","NPL","Dépenses militaires (unités de devises locales courantes)","MS.MIL.XPND.CN","","","","","","","","","","","52500000","59650000","65850000","74900000","89200000","115850000","148450000","165100000","180050000","207600000","241000000","270900000","337600000","423000000","480800000","557100000","659250000","740300000","833500000","987800000","1113950000","1320000000","1606500000","1800500000","1939000000","2063500000","2242000000","2470500000","2789000000","3240345000","3651245000","4849350000","6651120000","7837550000","9625480000","11370700000","11440650000","11262350000","13050300000","16261500000","18651000000","21060000000","21869000000","26134700000","32009050000","33158550000","38324000000","45694900000","46654700000","47689100000","51462500000","52615000000","53807500000","",
"Nouvelle-Zélande","NZL","Dépenses militaires (unités de devises locales courantes)","MS.MIL.XPND.CN","72300000","69175000","69275000","71950000","88750000","91325000","106600000","109750000","121000000","131750000","153500000","159250000","172500000","181500000","208500000","243250000","273000000","316750000","374750000","427500000","695000000","761250000","811250000","849500000","935500000","1070750000","1322250000","1568750000","1468150000","1604600000","1773000000","1714500000","1620500000","1604000000","1652000000","1747000000","1801500000","1786000000","1811000000","1833500000","1889500000","1895000000","1872000000","1878926836.20813","1800602958.02445","1833060059.15548","2096477991.51075","2165849821.39596","2183866066.37284","2340525799.14847","2438301500","2452743000","2410649500","2380792500","2404585500","2487629500","2762065000","3013372000","3343584000","4135571500","4330491000","4108477500","4460936500","",
"Oman","OMN","Dépenses militaires (unités de devises locales courantes)","MS.MIL.XPND.CN","","","","","","","","","","","","12075000","20925000","31500000","88275000","180750000","203475000","177825000","198375000","201750000","305250000","391500000","435750000","503250000","546000000","558750000","498750000","438000000","441750000","450450000","556725000","482475000","583350000","553650000","584475000","582075000","552600000","569850000","506850000","515400000","606450000","699750000","718425000","757200000","857700000","1053150000","1162200000","1247550000","1331325000","1294800000","1411650000","1922775000","3556875000","3370650000","3158100000","2896650000","3051375000","2615625000","2908875000","2518875000","2343800000","2223800000","2223750000","",
"Pakistan","PAK","Dépenses militaires (unités de devises locales courantes)","MS.MIL.XPND.CN","994500000","1000500000","954000000","1046000000","1228000000","2093500000","2617500000","2277500000","2345500000","2632000000","3025000000","3521000000","4151500000","4773500000","6031000000","7634500000","8248500000","9044500000","10215500000","11700000000","14150000000","17200000000","21950000000","26050000000","29700000000","34150000000","38000000000","43500000000","49000000000","53000000000","61000000000","73000000000","85000000000","93000000000","101500000000","116000000000","128000000000","136500000000","145000000000","152500000000","159500000000","176000000000","195500000000","215000000000","240500000000","273000000000","299500000000","324500000000","368000000000","431000000000","509000000000","600500000000","698487000000","778039000000","877196000000","976967500000","1048437500000","1207954500000","1431051000000","1561947500000","1684620500000","1922792000000","2113385000000","",
"Panama","PAN","Dépenses militaires (unités de devises locales courantes)","MS.MIL.XPND.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","103800000","102900000","101900000","73100000","78600000","78800000","95200000","101000000","96600000","101200000","118000000","104000000","111600000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",
"Pérou","PER","Dépenses militaires (unités de devises locales courantes)","MS.MIL.XPND.CN","1.34","1.69","1.78","2.61","3.23","3.56","3.89","7.38","4.38","4.99","8.44","9.57","10.7","14.1","17.6","28.7","43.4","86.9","104","117","274","420","885","1510","2310","7320","12100","24500","94900","2300000","146000000","539000000","1127000000","1902000000","2439000000","3185000000","3426000000","3140400000","3345500000","3357000000","3182900000","3171000000","2952500000","3100200000","3147100000","3965025446.55264","4226969628.60311","4168599321.4275","4397329720.59207","5566965749.5176","6155783141.90431","6486367731.20454","7538188389.05307","8931000411.11387","9134836467.6191","10547546053.6434","8561577692.41751","8704709755.47641","8704369425.6333","9188700000","9269000000","10228724330.4095","10908000000","",
"Philippines","PHL","Dépenses militaires (unités de devises locales courantes)","MS.MIL.XPND.CN","249500000","260000000","309000000","368500000","366000000","364000000","427500000","505000000","600000000","738000000","915500000","1037500000","1310000000","2035000000","3540000000","","5318000000","5585000000","4587000000","6450000000","6605000000","7760000000","8238000000","8892000000","8574000000","11338000000","12105000000","13418000000","19651000000","20757000000","23131000000","25094000000","27524000000","31812000000","36778000000","43725000000","49268000000","46459000000","50117000000","52419000000","57586000000","57219000000","61879000000","70534000000","69670000000","75616000000","82476000000","92960000000","100654000000","100880000000","109986000000","117010000000","122408000000","143342000000","137764000000","151777000000","158221933000","193375200000","216305000000","220811700000","232875000000","273072900000","216050138000","",
"Papouasie-Nouvelle-Guinée","PNG","Dépenses militaires (unités de devises locales courantes)","MS.MIL.XPND.CN","","","","","","","","","","","","","","","","6060000","17430000","17630000","19440000","21460000","26030000","25740000","","","","34300000","36380000","38480000","40140000","45580000","65600000","50100000","56500000","67100000","84200000","72190000","103870000","114400000","103100000","91720000","93500000","85500000","66300000","68800000","78700000","94500000","95700000","116500000","106200000","143400000","126000000","152200000","230500000","235900000","276600000","276400000","247700000","257400000","262200000","304100000","324500000","305300000","343800000","",
"Pologne","POL","Dépenses militaires (unités de devises locales courantes)","MS.MIL.XPND.CN","1420000","1610000","1750000","1980000","2080000","2210000","2390000","2510000","2890000","3190000","3410000","3680000","3700000","4040000","4370000","4760000","5170000","5770000","5980000","6430000","6660000","8020000","18000000","20100000","26200000","31500000","38100000","46800000","76800000","215000000","1463700000","1821200000","2564400000","3846500000","5117000000","6594400000","8313200000","10468400000","12132700000","12800100000","13673200000","14863500000","15406900000","16140700000","17478500000","19077700000","20541100000","23774300000","22525000000","24661000000","26505000000","28015000000","29266000000","29317000000","32634218000","38497096000","36123000000","37706000000","43482800000","45199900000","52110000000","58304000000","73850000000","",
"Corée, République démocratique de","PRK","Dépenses militaires (unités de devises locales courantes)","MS.MIL.XPND.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","4045000000","3971000000","3863000000","4006000000","4262000000","4466000000","4481000000","4628000000","4724000000","","3000000000","","2922000000","2923000000","2997000000","3222000000","3297000000","50781000000","54414000000","64506000000","67085000000","68541000000","71330000000","76250000000","82600000000","89800000000","99100000000","105300000000","111300000000","117400000000","123200000000","129800000000","216600000000","","","","","",
"Portugal","PRT","Dépenses militaires (unités de devises locales courantes)","MS.MIL.XPND.CN","11388551.0313484","18540379.8288861","21636736.5416532","21561215.6462199","24302624.1504503","25163562.3583904","27852106.2358175","36068779.6589654","40276048.743557","40603809.4297377","47230012.7950594","55370410.1138196","60444659.077986","63044088.2988018","94582369.4407208","74954488.7175945","70988131.2894353","83178714.2302858","103040709.729255","129368804.295228","163653780.404058","195568910.814189","240398114.343423","289169508.614277","346565389.143618","419518574.132229","527286891.915612","600013514.217923","730891226.003909","863928835.399289","1006920098.81278","1151316050.88134","1287933350.72026","1327883904.4045","1359149555.1139","1519858020.59606","1511173117.62123","1577480463.8117","1584579427.98244","1705865986.04839","1806837423.24277","1962032863.35829","2088152758.73198","2094000000","2293000000","2527000000","2514000000","2418000000","2536000000","2691000000","2673000000","2627000000","2366000000","2457000000","2263000000","2384000000","2874000000","2424000000","2750000000","2947000000","2867000000","3295000000","3328000000","",
"Paraguay","PRY","Dépenses militaires (unités de devises locales courantes)","MS.MIL.XPND.CN","873074402.515723","905620125.786163","1042878176.10063","1160325786.16352","1236737484.27673","1471632704.40252","1712188050.31447","1881991823.89937","2094246540.8805","2249900000","2433900000","2614500000","3635300000","3895400000","3960700000","5479600000","5891500000","6991300000","8759800000","8004800000","11255100000","16624700000","26211300000","27873888200","34772500000","48564800000","64928553120","64307557000","98139700000","103659920000","138026810000","261873453700","254378512442.157","275486066408.367","306857354625.822","406200680006.255","415500764167.446","365841511258.072","379699144260.271","363537760627.977","384363697713.189","374866867533.813","399525081345.483","408021911524.86","504654766771.542","478600000000","600500000000","666300000000","733700000000","836600000000","968900000000","1195000000000","1420000000000","1603900000000","1777607000000","2011900000000","1946100000000","1956024000000","2216200000000","2304900000000","2465300000000","2485000000000","2551939000000","",
"Qatar","QAT","Dépenses militaires (unités de devises locales courantes)","MS.MIL.XPND.CN","","","","","","","","","","","","","","","","","","","","","2255400000","3856600000","5340800000","3294900000","3184500000","5565100000","","3150100000","3576500000","3088400000","2878500000","3260100000","","","","","","","","","","","2770000000","2856000000","2811400000","3230500000","3879300000","5686500000","8435700000","7092000000","6831400000","","","","","","","","","","","42200000000","56100000000","",
"Roumanie","ROU","Dépenses militaires (unités de devises locales courantes)","MS.MIL.XPND.CN","444500","476800","541200","542900","569500","620400","645600","674300","753500","828000","925200","971000","1009000","1025000","1131000","1271000","1383000","1434000","1532000","1548000","1360000","1373000","1484000","1526000","1556000","3514000","3728000","3308000","3604000","3838000","3901000","10520000","25610000","54910000","155030000","199900000","269700000","770400000","1113200000","1464800000","2031000000","2864400000","3491100000","4151100000","4994000000","5757300000","6324400000","6358200000","7557600000","6785200000","6629800000","7255300000","7293230000","8161767000","9014205000","10337000000","10738000000","14765000000","17181000000","19527000000","21437000000","22027000000","24311000000","",
"Fédération de Russie","RUS","Dépenses militaires (unités de devises locales courantes)","MS.MIL.XPND.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","904000000","7702000000","29680000000","58091000000","81044000000","101682000000","77211000000","159267000000","259582000000","340780000000","437118000000","520958000000","603803000000","773210000000","938573000000","1113660000000","1396330000000","1635650000000","1783210000000","2063740000000","2512500000000","2812900000000","3250500000000","4047613000000","4644799000000","3902412000000","3863469000000","4217092000000","4462125000000","4855157000000","6032900000000","",
"Rwanda","RWA","Dépenses militaires (unités de devises locales courantes)","MS.MIL.XPND.CN","","","","","","","","","","","","","","786000000","724000000","860000000","999000000","1541000000","1288000000","1702000000","2027000000","2500000000","2622000000","2693000000","2552000000","2759000000","3056000000","2868000000","2800000000","3336000000","7963000000","13184000000","11863000000","12900000000","5700000000","14800000000","22600000000","23300000000","27200000000","27000000000","23900000000","25200000000","24300000000","24300000000","23800000000","25100000000","30100000000","30400000000","37000000000","42779333333.3333","43451666666.6667","45253500000","49017000000","53335000000","62007000000","74666500000","84937500000","96090000000","102492500000","111467500000","141432500000","165477500000","183740500000","",
